Algorithm J n K EbN0db error
LDPC+NNLS 14 2048 100 1.0 0.27
LDPC+NNLS 14 2048 100 2.5000000000000004 0.07
LDPC+NNLS 14 2048 100 0.1 0.44
LDPC+NNLS 14 2048 100 1.1 0.27
LDPC+NNLS 14 2048 100 2.4000000000000004 0.07
LDPC+NNLS 14 2048 100 0.7000000000000001 0.22999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 2.3000000000000003 0.01
LDPC+NNLS 14 2048 100 2.2 0.08000000000000002
LDPC+NNLS 14 2048 100 2.0 0.16
LDPC+Glauber_InitNNLS 14 2048 100 1.4000000000000001 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.05999999999999999
LDPC+Glauber_InitNNLS 14 2048 100 0.30000000000000004 0.14
LDPC+NNLS 14 2048 100 0.5 0.34
LDPC+Glauber_InitNNLS 14 2048 100 1.2000000000000002 0.08000000000000002
LDPC+NNLS 14 2048 100 1.9000000000000001 0.09
LDPC+NNLS 14 2048 100 1.6 0.16
LDPC+NNLS 14 2048 100 0.30000000000000004 0.25999999999999995
LDPC+NNLS 14 2048 100 0.8 0.25
LDPC+NNLS 14 2048 100 1.8000000000000003 0.25999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 1.5000000000000002 0.04
LDPC+NNLS 14 2048 100 0.9 0.3
LDPC+NNLS 14 2048 100 0.2 0.3
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.07
LDPC+NNLS 14 2048 100 0.6 0.27
LDPC+NNLS 14 2048 100 1.7000000000000002 0.17999999999999997
LDPC+Glauber_InitNNLS 14 2048 100 0.4 0.11999999999999998
LDPC+NNLS 14 2048 100 2.1 0.10000000000000002
LDPC+NNLS 14 2048 100 1.5000000000000002 0.25
LDPC+NNLS 14 2048 100 2.3000000000000003 0.14
LDPC+NNLS 14 2048 100 2.4000000000000004 0.09
LDPC+NNLS 14 2048 100 1.1 0.22999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.01
LDPC+NNLS 14 2048 100 2.0 0.17
LDPC+NNLS 14 2048 100 1.4000000000000001 0.22999999999999995
LDPC+NNLS 14 2048 100 2.5000000000000004 0.11999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 2.2 0.0
LDPC+Glauber_InitNNLS 14 2048 100 2.1 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.5000000000000002 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.6 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.01
LDPC+NNLS 14 2048 100 1.3000000000000003 0.23999999999999996
LDPC+Glauber_InitNNLS 14 2048 100 0.1 0.09
LDPC+Glauber_InitNNLS 14 2048 100 1.0 0.04
LDPC+Glauber_InitNNLS 14 2048 100 1.0 0.029999999999999995
LDPC+NNLS 14 2048 100 0.8 0.19000000000000003
LDPC+NNLS 14 2048 100 0.7000000000000001 0.3
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.020000000000000004
LDPC+NNLS 14 2048 100 1.4000000000000001 0.19000000000000003
LDPC+Glauber_InitNNLS 14 2048 100 2.4000000000000004 0.01
LDPC+Glauber_InitNNLS 14 2048 100 0.1 0.23999999999999996
LDPC+NNLS 14 2048 100 0.9 0.3
LDPC+Glauber_InitNNLS 14 2048 100 0.7000000000000001 0.07
LDPC+NNLS 14 2048 100 0.5 0.28
LDPC+Glauber_InitNNLS 14 2048 100 2.2 0.01
LDPC+NNLS 14 2048 100 1.0 0.3
LDPC+Glauber_InitNNLS 14 2048 100 2.0 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.5 0.04
LDPC+Glauber_InitNNLS 14 2048 100 1.9000000000000001 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.6 0.020000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 1.8000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.30000000000000004 0.07
LDPC+Glauber_InitNNLS 14 2048 100 0.8 0.020000000000000004
LDPC+NNLS 14 2048 100 2.4000000000000004 0.10000000000000002
LDPC+NNLS 14 2048 100 2.2 0.07
LDPC+Glauber_InitNNLS 14 2048 100 0.9 0.05000000000000001
LDPC+Glauber_InitNNLS 14 2048 100 0.6 0.10000000000000002
LDPC+NNLS 14 2048 100 1.5000000000000002 0.27
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.08000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.0
LDPC+NNLS 14 2048 100 1.6 0.15000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 2.1 0.020000000000000004
LDPC+NNLS 14 2048 100 1.2000000000000002 0.16
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.11
LDPC+Glauber_InitNNLS 14 2048 100 2.4000000000000004 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.5000000000000002 0.04
LDPC+NNLS 14 2048 100 0.30000000000000004 0.34
LDPC+Glauber_InitNNLS 14 2048 100 2.3000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.4000000000000001 0.05000000000000001
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.01
LDPC+Glauber_InitNNLS 14 2048 100 2.0 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.3000000000000003 0.05999999999999999
LDPC+NNLS 14 2048 100 0.4 0.32000000000000006
LDPC+Glauber_InitNNLS 14 2048 100 0.8 0.05999999999999999
LDPC+NNLS 14 2048 100 1.6 0.11
LDPC+Glauber_InitNNLS 14 2048 100 0.7000000000000001 0.05999999999999999
LDPC+NNLS 14 2048 100 0.1 0.20000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 1.4000000000000001 0.01
LDPC+Glauber_InitNNLS 14 2048 100 0.9 0.08000000000000002
LDPC+NNLS 14 2048 100 1.3000000000000003 0.22
LDPC+NNLS 14 2048 100 1.7000000000000002 0.17
LDPC+Glauber_InitNNLS 14 2048 100 1.0 0.020000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 0.5 0.05999999999999999
LDPC+NNLS 14 2048 100 1.1 0.19000000000000003
LDPC+NNLS 14 2048 100 2.2 0.11
LDPC+NNLS 14 2048 100 0.5 0.25999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 2.2 0.0
LDPC+NNLS 14 2048 100 2.1 0.16
LDPC+NNLS 14 2048 100 0.8 0.21
LDPC+Glauber_InitNNLS 14 2048 100 2.4000000000000004 0.0
LDPC+NNLS 14 2048 100 2.3000000000000003 0.17999999999999997
LDPC+NNLS 14 2048 100 1.1 0.21
LDPC+Glauber_InitNNLS 14 2048 100 1.6 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.30000000000000004 0.15000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 1.5000000000000002 0.05999999999999999
LDPC+NNLS 14 2048 100 2.3000000000000003 0.14
LDPC+Glauber_InitNNLS 14 2048 100 1.2000000000000002 0.020000000000000004
LDPC+NNLS 14 2048 100 2.0 0.14
LDPC+NNLS 14 2048 100 0.1 0.36
LDPC+NNLS 14 2048 100 0.2 0.25999999999999995
LDPC+NNLS 14 2048 100 0.4 0.34
LDPC+NNLS 14 2048 100 1.8000000000000003 0.22999999999999995
LDPC+NNLS 14 2048 100 0.2 0.36
LDPC+Glauber_InitNNLS 14 2048 100 1.6 0.020000000000000004
LDPC+NNLS 14 2048 100 0.9 0.22
LDPC+NNLS 14 2048 100 1.0 0.17999999999999997
LDPC+NNLS 14 2048 100 1.9000000000000001 0.17999999999999997
LDPC+NNLS 14 2048 100 1.2000000000000002 0.21
LDPC+NNLS 14 2048 100 2.5000000000000004 0.10000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 0.1 0.11
LDPC+NNLS 14 2048 100 0.6 0.36999999999999994
LDPC+Glauber_InitNNLS 14 2048 100 0.4 0.10000000000000002
LDPC+NNLS 14 2048 100 1.4000000000000001 0.15000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.0
LDPC+NNLS 14 2048 100 0.30000000000000004 0.22
LDPC+Glauber_InitNNLS 14 2048 100 1.3000000000000003 0.029999999999999995
LDPC+NNLS 14 2048 100 1.2000000000000002 0.19000000000000003
LDPC+NNLS 14 2048 100 1.6 0.15000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 2.2 0.0
LDPC+NNLS 14 2048 100 0.7000000000000001 0.17999999999999997
LDPC+NNLS 14 2048 100 1.7000000000000002 0.17999999999999997
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.01
LDPC+Glauber_InitNNLS 14 2048 100 0.5 0.09
LDPC+NNLS 14 2048 100 2.2 0.17
LDPC+NNLS 14 2048 100 0.1 0.55
LDPC+NNLS 14 2048 100 1.5000000000000002 0.25999999999999995
LDPC+NNLS 14 2048 100 1.8000000000000003 0.15000000000000002
LDPC+NNLS 14 2048 100 2.4000000000000004 0.11
LDPC+Glauber_InitNNLS 14 2048 100 2.1 0.01
LDPC+NNLS 14 2048 100 2.1 0.19000000000000003
LDPC+NNLS 14 2048 100 2.5000000000000004 0.16
LDPC+NNLS 14 2048 100 1.1 0.17999999999999997
LDPC+NNLS 14 2048 100 0.8 0.29
LDPC+Glauber_InitNNLS 14 2048 100 0.8 0.05000000000000001
LDPC+Glauber_InitNNLS 14 2048 100 2.3000000000000003 0.0
LDPC+NNLS 14 2048 100 0.6 0.22
LDPC+NNLS 14 2048 100 1.0 0.25
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.05999999999999999
LDPC+NNLS 14 2048 100 1.5000000000000002 0.11999999999999998
LDPC+NNLS 14 2048 100 0.9 0.25999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 2.3000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 100 2.0 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.1 0.25999999999999995
LDPC+NNLS 14 2048 100 0.4 0.33
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.11999999999999998
LDPC+NNLS 14 2048 100 2.3000000000000003 0.10000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 1.9000000000000001 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 1.8000000000000003 0.020000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.14
LDPC+Glauber_InitNNLS 14 2048 100 0.4 0.20000000000000004
LDPC+NNLS 14 2048 100 2.5000000000000004 0.12999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 0.9 0.04
LDPC+NNLS 14 2048 100 1.7000000000000002 0.17999999999999997
LDPC+Glauber_InitNNLS 14 2048 100 0.6 0.05000000000000001
LDPC+NNLS 14 2048 100 1.6 0.16
LDPC+Glauber_InitNNLS 14 2048 100 1.2000000000000002 0.05999999999999999
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.4000000000000001 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 1.0 0.029999999999999995
LDPC+NNLS 14 2048 100 1.3000000000000003 0.14
LDPC+Glauber_InitNNLS 14 2048 100 0.30000000000000004 0.0
LDPC+NNLS 14 2048 100 0.2 0.21
LDPC+Glauber_InitNNLS 14 2048 100 1.6 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.2000000000000002 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.5000000000000002 0.01
LDPC+NNLS 14 2048 100 1.7000000000000002 0.22
LDPC+Glauber_InitNNLS 14 2048 100 2.2 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.8000000000000003 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.020000000000000004
LDPC+NNLS 14 2048 100 1.2000000000000002 0.25999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 0.1 0.17999999999999997
LDPC+Glauber_InitNNLS 14 2048 100 0.7000000000000001 0.029999999999999995
LDPC+NNLS 14 2048 100 1.8000000000000003 0.17
LDPC+NNLS 14 2048 100 2.3000000000000003 0.16
LDPC+NNLS 14 2048 100 1.4000000000000001 0.17999999999999997
LDPC+NNLS 14 2048 100 0.5 0.17999999999999997
LDPC+NNLS 14 2048 100 0.6 0.17
LDPC+Glauber_InitNNLS 14 2048 100 2.4000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 100 2.1 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.8 0.11999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.07
LDPC+Glauber_InitNNLS 14 2048 100 0.6 0.04
LDPC+Glauber_InitNNLS 14 2048 100 1.0 0.08000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.4 0.09
LDPC+Glauber_InitNNLS 14 2048 100 0.9 0.029999999999999995
LDPC+NNLS 14 2048 100 2.4000000000000004 0.20000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.0
LDPC+Glauber_InitNNLS 14 2048 100 2.3000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.5000000000000002 0.020000000000000004
LDPC+NNLS 14 2048 100 1.2000000000000002 0.16
LDPC+NNLS 14 2048 100 2.2 0.14
LDPC+Glauber_InitNNLS 14 2048 100 1.6 0.020000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 1.3000000000000003 0.029999999999999995
LDPC+NNLS 14 2048 100 0.9 0.21
LDPC+NNLS 14 2048 100 2.1 0.19000000000000003
LDPC+NNLS 14 2048 100 1.0 0.29
LDPC+NNLS 14 2048 100 0.7000000000000001 0.25
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.029999999999999995
LDPC+NNLS 14 2048 100 0.30000000000000004 0.42
LDPC+NNLS 14 2048 100 0.2 0.23999999999999996
LDPC+NNLS 14 2048 100 0.30000000000000004 0.3
LDPC+NNLS 14 2048 100 0.5 0.23999999999999996
LDPC+NNLS 14 2048 100 0.1 0.36
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.05999999999999999
LDPC+NNLS 14 2048 100 1.5000000000000002 0.22
LDPC+Glauber_InitNNLS 14 2048 100 1.8000000000000003 0.01
LDPC+NNLS 14 2048 100 1.9000000000000001 0.12999999999999998
LDPC+NNLS 14 2048 100 2.0 0.10000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 0.5 0.05999999999999999
LDPC+Glauber_InitNNLS 14 2048 100 0.6 0.10000000000000002
LDPC+NNLS 14 2048 100 2.4000000000000004 0.08000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 1.4000000000000001 0.01
LDPC+NNLS 14 2048 100 2.5000000000000004 0.11
LDPC+Glauber_InitNNLS 14 2048 100 1.2000000000000002 0.029999999999999995
LDPC+NNLS 14 2048 100 1.1 0.17999999999999997
LDPC+Glauber_InitNNLS 14 2048 100 2.3000000000000003 0.0
LDPC+NNLS 14 2048 100 2.3000000000000003 0.10000000000000002
LDPC+NNLS 14 2048 100 1.8000000000000003 0.07
LDPC+NNLS 14 2048 100 1.3000000000000003 0.19000000000000003
LDPC+NNLS 14 2048 100 1.3000000000000003 0.16
LDPC+NNLS 14 2048 100 1.6 0.15000000000000002
LDPC+NNLS 14 2048 100 1.7000000000000002 0.16
LDPC+NNLS 14 2048 100 0.9 0.34
LDPC+NNLS 14 2048 100 0.4 0.30999999999999994
LDPC+Glauber_InitNNLS 14 2048 100 2.4000000000000004 0.01
LDPC+NNLS 14 2048 100 1.9000000000000001 0.16
LDPC+NNLS 14 2048 100 1.2000000000000002 0.28
LDPC+NNLS 14 2048 100 1.1 0.22999999999999995
LDPC+NNLS 14 2048 100 0.2 0.34
LDPC+Glauber_InitNNLS 14 2048 100 2.2 0.0
LDPC+NNLS 14 2048 100 2.2 0.10000000000000002
LDPC+NNLS 14 2048 100 0.8 0.17999999999999997
LDPC+NNLS 14 2048 100 0.1 0.29
LDPC+Glauber_InitNNLS 14 2048 100 0.30000000000000004 0.09
LDPC+Glauber_InitNNLS 14 2048 100 0.9 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.2000000000000002 0.04
LDPC+Glauber_InitNNLS 14 2048 100 0.7000000000000001 0.020000000000000004
LDPC+NNLS 14 2048 100 1.7000000000000002 0.22
LDPC+NNLS 14 2048 100 0.1 0.30999999999999994
LDPC+NNLS 14 2048 100 1.8000000000000003 0.11
LDPC+NNLS 14 2048 100 0.7000000000000001 0.25
LDPC+Glauber_InitNNLS 14 2048 100 2.1 0.020000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 1.0 0.029999999999999995
LDPC+NNLS 14 2048 100 1.4000000000000001 0.19000000000000003
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.07
LDPC+NNLS 14 2048 100 0.5 0.20000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 0.30000000000000004 0.09
LDPC+NNLS 14 2048 100 1.0 0.22999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 2.0 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.5 0.05000000000000001
LDPC+NNLS 14 2048 100 1.6 0.17999999999999997
LDPC+NNLS 14 2048 100 2.4000000000000004 0.12999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 0.1 0.07
LDPC+Glauber_InitNNLS 14 2048 100 1.9000000000000001 0.04
LDPC+Glauber_InitNNLS 14 2048 100 2.4000000000000004 0.0
LDPC+NNLS 14 2048 100 0.30000000000000004 0.30999999999999994
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.5000000000000002 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.05999999999999999
LDPC+Glauber_InitNNLS 14 2048 100 1.8000000000000003 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.3000000000000003 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 2.3000000000000003 0.0
LDPC+NNLS 14 2048 100 1.8000000000000003 0.21
LDPC+Glauber_InitNNLS 14 2048 100 1.3000000000000003 0.029999999999999995
LDPC+NNLS 14 2048 100 1.9000000000000001 0.15000000000000002
LDPC+NNLS 14 2048 100 0.6 0.3
LDPC+NNLS 14 2048 100 1.3000000000000003 0.22
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.9 0.08000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 1.6 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.4 0.17999999999999997
LDPC+NNLS 14 2048 100 0.7000000000000001 0.22
LDPC+NNLS 14 2048 100 2.4000000000000004 0.12999999999999998
LDPC+NNLS 14 2048 100 1.5000000000000002 0.16
LDPC+Glauber_InitNNLS 14 2048 100 1.9000000000000001 0.020000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 1.2000000000000002 0.07
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.08000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 2.2 0.01
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.10000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 1.8000000000000003 0.020000000000000004
LDPC+NNLS 14 2048 100 2.5000000000000004 0.17
LDPC+Glauber_InitNNLS 14 2048 100 0.1 0.11999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 0.7000000000000001 0.05000000000000001
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.01
LDPC+Glauber_InitNNLS 14 2048 100 0.1 0.11
LDPC+Glauber_InitNNLS 14 2048 100 0.8 0.020000000000000004
LDPC+NNLS 14 2048 100 0.8 0.23999999999999996
LDPC+Glauber_InitNNLS 14 2048 100 1.6 0.029999999999999995
LDPC+NNLS 14 2048 100 0.4 0.28
LDPC+Glauber_InitNNLS 14 2048 100 1.0 0.09
LDPC+Glauber_InitNNLS 14 2048 100 1.4000000000000001 0.01
LDPC+NNLS 14 2048 100 2.3000000000000003 0.07
LDPC+NNLS 14 2048 100 1.3000000000000003 0.15000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 0.5 0.04
LDPC+Glauber_InitNNLS 14 2048 100 2.4000000000000004 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 0.30000000000000004 0.14
LDPC+NNLS 14 2048 100 1.1 0.21
LDPC+NNLS 14 2048 100 0.30000000000000004 0.27
LDPC+NNLS 14 2048 100 2.2 0.14
LDPC+NNLS 14 2048 100 1.0 0.16
LDPC+NNLS 14 2048 100 2.1 0.16
LDPC+Glauber_InitNNLS 14 2048 100 1.8000000000000003 0.020000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 1.9000000000000001 0.01
LDPC+NNLS 14 2048 100 2.5000000000000004 0.10000000000000002
LDPC+NNLS 14 2048 100 0.4 0.42
LDPC+NNLS 14 2048 100 0.2 0.34
LDPC+NNLS 14 2048 100 2.0 0.12999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 0.6 0.11999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 1.3000000000000003 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 0.7000000000000001 0.05999999999999999
LDPC+NNLS 14 2048 100 0.1 0.28
LDPC+NNLS 14 2048 100 0.6 0.29
LDPC+NNLS 14 2048 100 2.4000000000000004 0.10000000000000002
LDPC+NNLS 14 2048 100 1.4000000000000001 0.17
LDPC+Glauber_InitNNLS 14 2048 100 1.5000000000000002 0.020000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 2.4000000000000004 0.01
LDPC+NNLS 14 2048 100 1.6 0.17999999999999997
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.01
LDPC+NNLS 14 2048 100 1.2000000000000002 0.28
LDPC+NNLS 14 2048 100 1.8000000000000003 0.21
LDPC+NNLS 14 2048 100 0.5 0.22
LDPC+NNLS 14 2048 100 1.0 0.16
LDPC+NNLS 14 2048 100 1.9000000000000001 0.19000000000000003
LDPC+NNLS 14 2048 100 1.4000000000000001 0.19000000000000003
LDPC+Glauber_InitNNLS 14 2048 100 0.8 0.05999999999999999
LDPC+NNLS 14 2048 100 1.8000000000000003 0.10000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 2.3000000000000003 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.07
LDPC+NNLS 14 2048 100 1.7000000000000002 0.21
LDPC+NNLS 14 2048 100 2.0 0.12999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 1.3000000000000003 0.029999999999999995
LDPC+NNLS 14 2048 100 1.9000000000000001 0.25
LDPC+Glauber_InitNNLS 14 2048 100 0.4 0.05000000000000001
LDPC+Glauber_InitNNLS 14 2048 100 1.0 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 0.30000000000000004 0.20000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 2.2 0.01
LDPC+NNLS 14 2048 100 0.2 0.41
LDPC+NNLS 14 2048 100 1.5000000000000002 0.15000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 2.1 0.020000000000000004
LDPC+NNLS 14 2048 100 1.3000000000000003 0.19000000000000003
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.0
LDPC+NNLS 14 2048 100 2.5000000000000004 0.16
LDPC+NNLS 14 2048 100 0.2 0.32000000000000006
LDPC+Glauber_InitNNLS 14 2048 100 0.4 0.22999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 2.0 0.020000000000000004
LDPC+NNLS 14 2048 100 0.30000000000000004 0.29
LDPC+Glauber_InitNNLS 14 2048 100 0.6 0.11
LDPC+NNLS 14 2048 100 1.1 0.21
LDPC+NNLS 14 2048 100 0.8 0.25999999999999995
LDPC+NNLS 14 2048 100 0.4 0.33
LDPC+NNLS 14 2048 100 0.9 0.25
LDPC+Glauber_InitNNLS 14 2048 100 2.4000000000000004 0.0
LDPC+NNLS 14 2048 100 2.3000000000000003 0.16
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.21
LDPC+NNLS 14 2048 100 1.2000000000000002 0.23999999999999996
LDPC+NNLS 14 2048 100 1.7000000000000002 0.22999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 0.1 0.11999999999999998
LDPC+NNLS 14 2048 100 1.9000000000000001 0.17
LDPC+Glauber_InitNNLS 14 2048 100 1.4000000000000001 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.6 0.029999999999999995
LDPC+NNLS 14 2048 100 2.0 0.17999999999999997
LDPC+Glauber_InitNNLS 14 2048 100 1.4000000000000001 0.01
LDPC+NNLS 14 2048 100 0.6 0.28
LDPC+Glauber_InitNNLS 14 2048 100 1.0 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.2000000000000002 0.04
LDPC+Glauber_InitNNLS 14 2048 100 1.8000000000000003 0.01
LDPC+NNLS 14 2048 100 1.4000000000000001 0.22999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 1.9000000000000001 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.8000000000000003 0.01
LDPC+Glauber_InitNNLS 14 2048 100 0.5 0.04
LDPC+NNLS 14 2048 100 0.7000000000000001 0.34
LDPC+NNLS 14 2048 100 0.8 0.3
LDPC+Glauber_InitNNLS 14 2048 100 2.0 0.0
LDPC+NNLS 14 2048 100 1.2000000000000002 0.19000000000000003
LDPC+NNLS 14 2048 100 0.9 0.22
LDPC+NNLS 14 2048 100 2.4000000000000004 0.11999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.17
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.020000000000000004
LDPC+NNLS 14 2048 100 0.1 0.39
LDPC+NNLS 14 2048 100 2.5000000000000004 0.16
LDPC+NNLS 14 2048 100 1.6 0.19000000000000003
LDPC+Glauber_InitNNLS 14 2048 100 1.3000000000000003 0.020000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 0.2 0.15000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 1.9000000000000001 0.020000000000000004
LDPC+NNLS 14 2048 100 0.5 0.27
LDPC+NNLS 14 2048 100 1.4000000000000001 0.19000000000000003
LDPC+Glauber_InitNNLS 14 2048 100 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 100 0.30000000000000004 0.15000000000000002
LDPC+Glauber_InitNNLS 14 2048 100 1.5000000000000002 0.01
LDPC+Glauber_InitNNLS 14 2048 100 0.4 0.11
LDPC+NNLS 14 2048 100 1.1 0.17999999999999997
LDPC+NNLS 14 2048 100 2.2 0.11999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 2.3000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 100 1.1 0.05000000000000001
LDPC+Glauber_InitNNLS 14 2048 100 0.8 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 1.7000000000000002 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 0.9 0.11999999999999998
LDPC+Glauber_InitNNLS 14 2048 100 1.2000000000000002 0.020000000000000004
LDPC+NNLS 14 2048 100 0.4 0.37999999999999995
LDPC+NNLS 14 2048 100 0.1 0.3
LDPC+NNLS 14 2048 100 1.5000000000000002 0.22999999999999995
LDPC+Glauber_InitNNLS 14 2048 100 2.0 0.01
LDPC+Glauber_InitNNLS 14 2048 100 1.9000000000000001 0.01
LDPC+NNLS 14 2048 100 2.3000000000000003 0.14
LDPC+NNLS 14 2048 100 0.5 0.34
LDPC+Glauber_InitNNLS 14 2048 100 0.6 0.020000000000000004
LDPC+NNLS 14 2048 100 0.7000000000000001 0.20000000000000004
LDPC+Glauber_InitNNLS 14 2048 100 1.4000000000000001 0.04
